name,lastrevid
Kinuthia Murugu,882944475
Amram Musungu,986544866
Chelagat Mutai,1107225812
Francis Muthaura,1081172979
Kassim Mwamzandi,908014009
John Harun Mwau,1106642901
Anne Kananu,1106673774
Gunga Mwinga,1103930633
Gideon Mwiti,1084421293
Tiras Nyingi Ngahu,1073684937
Onesmas Ngunjiri,1107657158
Gitau wa Njenga,1106140473
James Njiru,1099165153
Stanley Nyagah,1115113900
Ndindi Nyoro,1114726094
Malik Obama,1115267227
Ahmed Abdi Ogle,1022603728
Moses ole Sakuda,1111700581
William Odongo Omamo,1096669223
Elijah Omolo Agar,999136727
Ruth Oniang'o,1113462961
John Owino,1104178485
Joshua Aduma Owuor,1110701072
Ali Roba,1104436466
Wesley K. Rono,1024793476
Ibrahim A. Saney,936774371
Kimaiyo Sego,1095169588
Cornelly Serem,1104178472
Lawrence Sifuna,1021451109
Elijah K. Sumbeiywo,1035136688
Harry Thuku,1098192265
Quincy Timberlake,1103733442
Lilian Tomitom,1022602552
Tecla Tum,1022297944
Benedict Wachira,1099442981
Machel Waikenda,1093095800
Nzioka Waita,1115500827
Judi Wakhungu,1091836049
Emmanuel Wangwe,1066948595
Hassan Wario,1104540744
Choe Won-taek,1088856746
Han Kil-son,994397996
Ho Ka-i,1110416586
Kim Jo-guk,1111681831
Jo Yon-jun,1070147185
Jon Hui-jong,1104639977
Jong Chun-sil,1106784625
Kang Hyong-bong,1111471366
Kang Ki-sop,1111471386
Kang Kwan-il,1111471392
Kang Kwan-ju,1111471405
Kang Min-chol,1111471431
Kang Mun-sok,1102258427
Kang Nung-su,987463816
Kang Phyo-yong,1106858161
Kang Tong-yun,1111471471
Kang Yong-sop,1111471503
Kim Chon-hae,1011882896
Kim Il-chol,1110841986
Kim Pong-chol,987289456
Kim Rak-gyom,1078662180
Kim Ung,1111191028
Kim Yong-ju,1100241392
O Sang-hon,901843863
Pak Chun-hwa,994400474
Pak Myong-chol,1070146029
Pak Yong-il,1111339203
Pak Yong-sun (politician),1067086108
Ri Hi-yong,1092539237
Ri Man-gon,1070145508
Ri Pyong-chol,1098010868
Ri Yong-mu,1091894749
Kang Sun-nam,1115814438
Sung Jusik,1028731483
Yang Bin (businessman),1061877239
Yun Jong-rin,1001811053
An Kyung-duk,1096123862
Cha Myong-jin,1100607349
Chang Sŏng-man,1064138686
Chang Jung-sook,1100655455
Cho Hyun-ok,1085298359
Cho Soon,1113633066
Choi Bae-geun,1064134933
Choi Gyung-hwan,1064133524
Choi Hye-young,1064128357
Choi Jae-hyung,1100197511
Choi Jong-won,1077992255
Choi Sae-hwang,1084839118
Chun Yung-woo,1092429890
Chung Chil-sung,1115120957
Chung Jin-suk (politician),1115640960
Chung Woo-taik,1100753979
Chung Woon-chun,1095456157
Ha Tae-keung,1095456259
Han Sun-kyo,1064117499
Hong Moon-jong,1064104529
Hong Sook-ja,1085298467
Hwang Young-cheul,1080626657
Hwangbo Seung-hee,1095459430
Jang Kyung-tae,1064135322
Jang Sung-min,1108891281
Jang Tae-wan,1065609430
Jee Man-won,987218773
Jeon Kwang-hoon,1114570056
Jeong Seung-hwa,1095028849
Kang Yong-suk,1107675472
Kim Choong-soo,1092597492
Kim Eun-hye (politician),1101948116
Kim Han-jung,1101826080
Kim Hyung-shik,1089063837
Kim Jae-yeon (politician),1115844217
Kim Jong-hoe,1064139400
Kim Jong-hwan (military officer),1108889400
Kim Joon-kyo,1094552070
Kim Jung-hwa (politician),1064122680
Kim Nam-kuk,1100206044
Kim Se-jin (politician),1064137673
"Kim Seon-dong (politician, born 1967)",1091436290
Kim Woong,1095456056
Kim Yong-hwan (activist),1103661091
"Kim Young-bae (politician, born 1967)",1064135553
Yun-Tae Kim,1081469858
Koo Yun-cheol,1064131525
Kwak Sang-hoon,1109381257
Kweon Seong-dong,1100513078
Lee Baek-yun,1096054624
Lee Cha-su,1101776299
Lee Chul-woo,1072898156
Lee In-je,1081993218
Lee Keun-shik,1066448181
Lee Sang-kyu,1102853630
Lee Su-jin (politician),1089061824
Lee Tae-bok,1100038569
Min Jong-gi,1111213333
Moon Sung-hyun,987008633
Moon Sung-keun,1102261946
Noh Hyeong-ouk,1087611699
Oh Shin-hwan,1103665348
Pak Tongjin,1109535553
Park Jong-sun,987435977
Park Joo-hyun (politician),1100208904
Park Ju-won (politician),1089062075
"Park Jun-young (government official, born 1967)",1102857674
Park Kwang-on,1086823866
Park Myung-keun,1039915929
Park Seung,1092597275
Seonu Hwi,1100113071
Shin Jeong-yil,1060114009
Shin Seong-il,1115089132
Song Ja,1070719340
Song Ki-seok,1022487182
Woo Hee-jong,1064138301
Woo Sang-ho (politician),1114229571
Yeo Sang-kyoo,1078834977
Yun Chi-chang,1095472696
Yun Hee-suk,1076833954
Yun Ho-jung,1092133238
Yun Il-seon,1096256383
Yun So-ha,1064118955
Yun Young-sun (minister),1064136034
Bak Gyusu,1105280259
Bak Jeongyang,1111645709
Chang Deok-soo,978485347
Cho Bong-am,1084726831
Cho Man-sik,1110883678
Choe Bu,1097825392
Choe Yun-ui,1067780824
Chough Pyung-ok,1058634462
Gwon Sang-ha,1115116779
Han Eum,1003641092
Heo Jeok,1035644678
Hong Jung-wook,1109737295
Hong U-won,1062858939
Hwang Gi-cheon,1096148970
Isabu,1101300277
Jang Hyeongwang,1062860556
Jeong Cheol,1085534506
Jeong Hyeon-mo,1085504921
Jeong Nan-jeong,1110571701
Jo So-ang,1102669706
Kim Gu,1115809506
Kim Kyu-sik,1094942243
Kim Man-jung,1109110777
Kim Ok-gyun,1067793976
"Kim Sung-joo (politician, born 1964)",1073532150
Kim Yuk,1109110789
Lee Hoe-yeong,1105872575
Lee Kyu-wan,1113425810
Lim Heon-yong,1064116793
Min Won-sik,1110577652
Min Yeong-chan,1093773841
Myeongnim Dap-bu,1050318897
No Choe,1034112534
No In,1003641194
Oh Se-jung,1091123609
Ok Kwan-bin,1106633628
Park Eun-sik,1019608210
Park Won-jong,1109110145
Sam of Gojoseon,1086181299
Seo Jae-chang,1100569400
Seo Yu-gu,1058489042
Shim Soon-taek,1085785289
Shin Gyu-sik,1066372496
Soh Jaipil,1115084877
Song Byeong-jun,1105556177
Song Ikpil,1025908976
Song In,1058656917
Song Jin-woo (journalist),978644712
Ye Wanyong,1089327011
Yeom Dong-jin,1071685746
Yeon Namsan,1108460610
Yi Dong-hwi,1080782075
Yi Gwangsu,1108020819
Yi Ja-gyeom,1094819669
Yi Jehyeon,1063082388
Yi Ryang,1109192841
Yi Si-yeong,1071569586
Yu Chin-san,1106691304
Yu Kil-chun,1107392356
Yu Sun-jeong,1109192445
Yun Chi-ho,1100242156
Yun Chi-oh,1101124134
Yun Chi-wang,1103781991
Yun Doo-su,1100364926
Yun Im,1085535123
Yun Ung-nyeol,1099691140
Yun Won-hyeong,1095465653
Yun Yeong-ryeol,1112878224
Ali Aliu,1088823081
Sejdo Bajramović,1106919692
Hamza Balje,988565530
Bekim Çollaku,989081930
Veli Deva,1097087563
Bajram Gecaj,1085013172
Getoar Mjeku,1110432610
Mulla Idriz Gjilani,1109348179
Bajram Hasani,1068907924
Adem Hodža,1089913595
Adrijana Hodžić,1059619919
Oliver Ivanović,1110781072
Ragip Jashari,933663830
Elbert Krasniqi,1100006829
Rrahman Morina,1047859449
Hasan Prishtina,1114419215
Gazmend Pula,1113326325
Goran Rakić,1105188963
Nenad Rašić,1041150203
Selim Selimi,1102497560
Igor Simić,1110535502
Rexhai Surroi,1034004343
Rada Trajković,1109175174
Abdulghaphor Hajjieh,1115773831
Alaa Hussein Ali,1115819539
Ali Hussain Al-Awadhi,994095734
Saad Bin Tefla,1098295980
Haitham al-Ghais,1104873540
Ali Mohammed Thunayan Al-Ghanim,1114405131
Hamad Al-Midlij,1072759720
Ibrahim Al-Mudhaf,1106123334
Abdullah Al-Nibari,1096143240
Salem Al-Ali Al-Sabah,1113300941
Mubarak Al-Zwair,1097480618
Arstanbek Abdyldayev,1088711366
Akbaraly Aitikeev,1015639087
Bermet Akayeva,1108804084
Maxim Bakiyev,1111199135
Janish Bakiyev,1078907651
Uran Botobekov,1031944024
Bayaman Erkinbayev,1009720899
Kanybek Isakov,1108850828
Sadyr Japarov,1112579237
Maksat Kunakunov,1100989333
German Kuznetsov,1080823202
Adakhan Madumarov,1053457031
Raimbek Matraimov,1020292463
Nurlan Motuev,1048167255
Jengishbek Nazaraliev,1110615760
Kanat Sadykov,954075754
Medet Sadyrkulov,1078135902
Dastan Sarygulov,1089265314
Zhusupbek Sharipov,1001739515
Sadyk Sher-Niyaz,1105678112
Kamchybek Tashiev,1090085966
Maryam Tugambayeva,1081667127
Kham Ouane Boupha,939943944
Sisouk na Champassak,1064794126
Zong Zoua Her,1076816082
Faydang Lobliayao,1107940959
Salath Rasasack,994125276
Khamphoui Sisavatdy,1055485895
Beness Aijo,1115384557
Ojārs Ēriks Kalniņš,1114677402
Vilhelms Munters,1099643612
Andrievs Niedra,1093568731
Voldemārs Ozols,1089997466
Pēteris Pētersons,1020741324
Pavels Rebenoks,1105550921
Krišjānis Valdemārs,1114306933
Jānis Vitenbergs,1096717048
Marwan Abboud,1104776395
Ibrahim al-Abdallah,1007918670
Abdulhamid Al-Rafi’i,1100044792
Massoud Achkar,1115525099
Anwar al-Fatayri,1115642400
Shakib Arslan,1115642434
Ahmed Kamel Asaad,1036681388
Asmar Asmar,934139580
Hanna Atik,1111318051
Mahmoud Awad,1086014873
Jean Aziz,1055786114
As'ad Adib Bayudh,1033948424
Emile Bustani,1078969693
Nicolas Chammas,1095167423
Henri Chedid,1102381471
Faisal Daoud,1115642474
Jad Demian,1056836850
Sarkis Dkhrouni,1093486151
Michel Elefteriades,1105966086
Inaya Ezzeddine,1091807058
Mohammad Hussein Fadlallah,1111766120
Fakhr Fakhr,1033947740
Tony Frangieh Jr.,1114991501
Nabil de Freige,1106121049
Nicolas Ghosn,1113773407
Mohammad Al Hajj Hassan,971823427
Wassef El Harakeh,1087959246
Ziad Hawat,1099448932
Saadallah Howayek,986027008
Mohsen Ibrahim,1101183010
Gabriel Issa,1054082287
Nazira Jumblatt,1115642510
Violette Khairallah Safadi,1110769392
Anwar al-Khatib (Lebanon),1020172334
Albert Kostanian,1100952098
Assad Kotaite,1065535329
Ibrahim Kulaylat,1114649835
Cesar Maalouf,1115225460
Fadi Makki,1112425111
Chibli Mallat,1114673252
Chadi Massaad,1080949991
Kayssar Moawad,972676618
Muhammad Jamil Bayyuhum,1112086069
Georges Naccache,1099005110
Edmond Naïm,1112346030
Naoum Labaki,1094361748
Chafic Nassif,1096934466
Mohamad Osseiran,1090135871
Vahan Papazian,1114420722
Philippe El Khazen,1105532168
Edmond Rizk,1096324706
Fady Saad,1033947667
Osama Saad,1102998707
Waddah Sadek,1100922577
Alice Shabtini,1059832647
Abu Youssef Sharqieh,762411418
Joseph Skaff,1095147871
Myriam Skaff,1105734768
Maurice Sleem,1114994320
Mounira Solh,1103683839
Fares Souaid,1091618473
Strong Lebanon,1111162572
Jean Talouzian,1115225277
Imad Wakim,1105568437
Amal Abou Zeid,1110787396
Tsepo Mzonethi,1090856440
Maphoka Motoboli,1060492645
Keketso Rantso,1081425950
Lebohang Thotanyane,988255983
Thomas Nimene Botoe,1032852481
Laurence Konmla Bropleh,1111811069
MacDella Cooper,1090905959
Ellen Corkrum,1073787199
Alexander B. Cummings Jr.,1082609064
Bernice Dahn,1065553283
Josiah Johnson (footballer),1077574201
Wesley Momo Johnson,1103796944
Roland B. Kai,1082873073
Boima Kamara,1085305979
J. Edwin Lloyd,1043104532
Momulu Massaquoi,1108938993
Nathaniel Varney Massaquoi,1102401865
Edward B. McClain Jr.,1064569309
Eugene Lenn Nagbe,1083251751
John Brown Russwurm,1094234122
Clarence Lorenzo Simpson Jr.,1105954487
Jeremiah Sulunteh,1083116492
Alaric Tokpa,1109480786
E. Reginald Townsend,1097308313
Blahsue Vonleh,966652408
Tom Woewiyu,1106530241
Abdullah al-Lafi,1110626129
Ahmed Rafiq Almhadoui,980219181
Mohamed Abulasʽad El-ʽAlem,978820765
Abd-Rabbo al-Barassi,1115564159
Fathi Bashagha,1115685809
Mohamed Ben Ghalbon,1045780839
Ahmad Bishti,988068224
Abdul Hamid Dbeibeh,1115564238
Ehtuish Ehtuish,1095905433
Mohamed Eshtewi,1115570928
Ahmed Gaddaf al-Dam,1111251503
Hisham Ben Ghalbon,983057293
Khalifa Haftar,1115568588
El Waer Hakim,1115555771
Ibrahim Jadhran,1115566993
Leila bin Khalifa,1115568631
Al-Aref al-Khoga,1115564594
Musa Al-Koni,1114169303
Mohamed al-Menfi,1113266300
Abd al-Mawla Naqi,1088160861
Abdullah Naker,1115573103
Aref Ali Nayed,1115553975
Abdel Wahab Qaid,1077575299
Ali Sahli,997716381
Bashir Saadawi,1097982743
Fayez al-Sarraj,1115566067
Mohammed El Senussi,1115570955
Abdulrahman Sewehli,1041934642
Ashour Suleiman Shuwail,1062396177
Mohamed Taha Siala,1040410236
Alfons Goop,1030085950
Peter Kaiser (historian),1086304418
Aleksandras Ambrazevičius,1055137919
Leonas Apšega,1055138262
Mykolas Arlauskas,1102542977
Rimantas Astrauskas,1055138314
Adomas Ąžuolas Audickas,1034971366
Edminas Bagdonas,1107087749
Zbignev Balcevič,1067686942
Vilius Baldišis,1055138352
Vladimiras Beriozovas,1081645523
Kazys Boruta,1111128086
Dalius Čekuolis,981172806
Virgilijus Čepaitis,1055139334
Jan Ciechanowicz,1113206685
Audra Dagelytė,978650593
Juozas Gabrys,1110562273
Balys Gajauskas,1055139477
Bronislovas Genzelis,1081643813
Eimantas Grakauskas,1081646343
Kęstutis Grinius,1096138707
Šarūnas Gustainis,1108456889
Gintautas Iešmantas,1055139730
Stanislovas Gediminas Ilgūnas,1055139813
Martynas Jankus,989879897
Albinas Januška,1065010470
Jurgis Jurgelis,1090998151
Antanas Karoblis,1016154111
Juozas Karvelis,1092210484
Vytautas Kolesnikovas,1098843848
Szymon Konarski,1047077008
Stasys Kropas,978236314
Petras Kubiliūnas,1102814878
Česlovas Kudaba,1051528968
Algirdas Kumža,1095333348
Dalia Kuodytė,1089537824
Bronius Kuzmickas,1115418532
Jonas Liaučius,1020554126
Zita Loseva,1108440479
Stasys Lozoraitis (junior),1113338752
Jonas Mačys,1018920109
Mykolas Majauskas,1115428484
Vytautas Matulevičius,1091859390
Deividas Matulionis,1101102702
Darius Mažintas,978234421
Visvaldas Mažonas,1111828286
Albertas Miškinis,1091314043
Donatas Morkūnas,1090323288
Mindaugas Murza,1115848408
Algimantas Norvilas,1100321449
Grzegorz Antoni Ogiński,1104130589
Vytautas Paliūnas,989408024
Rolandas Paulauskas,1020295832
Eugenijus Petrovas,1090157894
Virginijus Pikturna,1110987732
Petras Poškus,1105344855
Vidmantas Povilionis,978236741
Antanas Purėnas,1053162971
Liudvikas Narcizas Rasimavičius,978229778
Liudvikas Saulius Razma,1108537637
Kęstutis Rimkus,1084581486
Romualdas Rudzys,1078622083
Valerijonas Šadreika,1016659563
Kazimieras Saja,1089760495
Józef Sapieha,1005625450
Gediminas Šerkšnys,1019817150
Liudvikas Simutis,1020199058
Jonas Tamulis,1020058624
Vladas Terleckas,1001712089
Zigmas Vaišvila,1090444812
Rimvydas Valatka,1097742567
Birutė Valionytė,1115082962
Povilas Varanauskas,1115085817
Iosif Vareikis,1095024223
Eduardas Vilkas,1051384630
Povilas Višinskis,1080541534
Alfonsas Žalys,1051529875
Nicolas Biever,1040168986
René Blum (politician),1098326089
Dominique Brasseur,1036127322
Xavier Brasseur,1095247221
Jean-Pierre Büchler,972475222
Corinne Cahen,1091081009
Sven Clement,1106657885
Émile Colling,1093095448
Lex Delles,1096618433
Carole Dieschbourg,1108005686
Norbert Dumont,1098325935
Paul Elvinger,1105609969
Frank Engel (politician),1067686448
Jean Ersfeld,1045766144
Johannes Olav Fallize,1098325847
Marc Hansen (politician),972541291
Aloyse Hentgen,1033045810
Dan Kersch,1100444711
Fred Keup,1098325820
Guillaume Konsbruck,1032222770
Damian Kratzenberg,1109668652
Pierre Krier,1025075327
Léon de la Fontaine,989275202
Andy Maar,1083972057
Norbert Metz,1098326093
Maggy Nagel,972402515
Camille Ney,972474614
Alphonse Osch,1011079244
Roy Reding,1098325858
Émile Schaus,1011079294
Meris Šehović,1090540880
Émile Servais,1021508291
Joe Thein,1106126986
Jean Ulveling,1044934913
Dominique Urbany,1011079343
René Urbany,1035637714
Jup Weber,1103547818
Augustin Andriamananoro,1088440296
Andriamihaja,1049859568
Gilbert Annette,1074411018
Azaly Ben Marofo,1015779867
Laurent Botokeky,1052355009
Monja Jaona,1036147967
Ralijaona Laingo,1025261917
Lucien Xavier Michel-Andrianarahinjaka,1058321016
Jacques Rabemananjara,1110634693
Césaire Rabenoro,1061411568
Bruno Rajaonson,1109478359
Patrick Rajoelina,1093046293
Jean Ralaimongo,1110879918
Pierre Ramampy,1028215428
Hyppolite Ramaroson,1099375685
Nadine Ramaroson,1096471853
Jonah Ranaivo,1078436404
Mamy Ranaivoniarivo,1098113446
Michel Randria,1015780786
Marcel Ranjeva,1109937144
Roseline Emma Rasolovoahangy,1089223300
Ratsitatanina,1036475970
Lalao Ravalomanana,1113003603
Mahasumpo Raveloson,1089036415
Benja Razafimahaleo,1072140578
Honoré N. Razafindramiandra,1089940988
Andre Resampa,1073329416
Christian Rémi Richard,1112933791
Albert Sylla,1075808888
Norbert Zafimahova,1015780135
Attati Mpakati,1108000857
Albert Muwalo,1114849569
Cornelius Mwalwanda,1105542555
Kingsely Namakhwa,1064384238
Mary Shawa,1112290811
James John Skinner,1113854291
Michael Usi,1107660890
Abang Haji Abdillah,1056543425
Abdul Ghani Mohamed Yassin,1113182866
Abdul Manaf Hashim,1090466536
Abdullah CD,1110169461
Abu Samah Mohd Kassim,1110963661
Ahmad Johnie Zawawi,1044948332
Ahmad Zaidi Adruce,1099900353
Kontik Kamariah Ahmad,1110357674
Zainal Abidin Ahmad (writer),1113287141
Aidi Moktar,1090469435
Aliasgar Basri,1095268056
Abdul Rahman Andak,1104820799
Arifin Asgali,1044383047
Assaffal P. Alian,1099124313
Awang Tengah Ali Hasan,1113182818
Aznel Ibrahim,1110533050
R. G. Balan,1110533095
Abdul Aziz bin Husain,971530690
Chai Kim Sen,1106368685
Chen Tien,1031735962
Chin Peng,1107270533
Chong Ted Tsiung,1108544226
Chong Zhemin,1095389334
Lily Eberwein,1108044673
Ellron Alfred Angin,1113511050
Eu Chooi Yip,1070490957
Shamsiah Fakeh,1101748227
Fong Chong Pik,1001009224
Ghulamhaidar Khan,1075437508
Gopalakrishnan Subramaniam,1110053029
Guan Dee Koh Hoi,1100039608
Joachim Gunsalam,1114400966
Hajiji Noor,1115441744
Najwan Halimi,1111870236
Hamisa Samat,1113042660
Heah Joo Seang,1090938871
Hii King Chiong,1027073601
Akmar Hisham,1107461682
Hishamuddin Rais,1089314868
Hasnoor Hussein,1077836051
Ishak Haji Muhammad,1035141510
Rozman Isli,1108497849
Mazlan Ismail,1115842286
Ahmad Kamil Jaafar,1113197409
Jefridin Atan,1106337099
John Ambrose (politician),1112592341
Kassim Ahmad,1090209181
Keshvinder Singh,1108756333
Devaki Krishnan,1104869132
Jennifer Lasimbang,1073057505
Lau Pak Khuan,1058822389
Lau Yew,1088062798
Azlan Mohd Lazim,968561996
Lee Kiat Lee,1099721190
Philip Lee Tau Sang,1090146763
Lim Siew Khim,1109999547
Lim Ban Hong,1077836086
Oscar Ling,1113183873
Liou Chen Kuang,1052006400
Lukanisman Awang Sauni,1099663583
Rashid Maidin,1092905349
Masidi Manjun,1102291819
Masiung Banah,1112581071
N.K. Menon,1097999475
Mohamad Fazli Mohamad Salleh,1110532542
Mohamad Noor Dawoo,1110532561
Mohamad Zaim Abu Hassan,1110532586
Mohamad Zuraimi Razali,1110019509
Mohd Osman Mohd Jailu,1110019382
John Victor Morais,1095635753
Muhammad Faiz Fadzil,1111890340
Muhd Fadhil Nuruddin,1110532712
Muis Picho,1090461411
Ng Lam Hua,1114406039
Khairin Nisa,1110532690
Ong Kow Meng,1110227480
Samsudin Osman,1101069822
K. Pathmanaban,1050612192
Peter Anthony,1090082414
Mamad Puteh,1104359904
Ras Adiba Radzi,1110892125
Raja Ahmad Zainuddin Raja Omar,1093072163
Rasinin Kautis,1059926880
Razali Idris,1052007243
Ronnie Liu Tian Khiew,1115455383
Abang Muhammad Salahuddin,1097436370
Jaujan Sambakong,1095150670
Sarifuddin Hata,1090469603
Sedomon Gunsanad Kina,1107695722
See Chee How,1113114002
Ajis Sitin,1087994159
Murugesan Sinnandavar,1102947032
Hashim Suboh,1062795670
Abdul Rahman Sulaiman,1110686188
Arunarsin Taib,1109410129
Tan Keng Liang,1052007347
Nathaniel Tan,1106899406
Lai Teck,1113084195
Kamarulzaman Teh,1111469791
Teng Chang Yeow,1105707535
Jason Teoh,1097385777
R.S. Thanenthiran,1105856407
Uda Sulai,1095616919
Sukarti Wakiman,1093149014
Wan Mohamed Wan Teh,1095237082
Wan Rosdy Wan Ismail,1108769286
Wilson Ugak Kumbong,1110532734
Eli Wong,683715284
Ibrahim Yaacob,1087075628
Ismail Yaacob,1077828032
Loke Yuen Yow,1110532900
Yusnan Yusof,1110020386
Ahmed Adeeb,1106334283
Ilham Ahmed,1106063792
Ahmed Shiaan,1067997084
Mohamed Asim,955470814
Ahmed Faris Maumoon,1102160506
Abdulla Jihad,1089747576
Abdul Majeed Mahir,1106388324
Ahmed Mahloof,1078645831
Reeko Moosa Manik,1107779437
Abdulla Maseeh Mohamed,1059204112
Mohamed Ashmalee,1111595852
Sharif Mohamed,1083923279
Aishath Nahula,1089278693
Faisal Naseem,1107172292
Nazra Naseem,1078645574
Abdulla Shahid,1115407303
Shidhatha Shareef,1017388783
Mohammed Waheed Deen,1044202943
Umar Zahir (politician),1100415861
Muad Mohamed Zaki,1005292519
Moosa Zameer,1021848119
Zahiya Zareer,1088366275
Alwata Ichata Sahi,1063977010
Sangaré Niamoto Ba,1114946966
Siby Ginette Bellegarde,1053500952
Cheick Bougadary Traoré,1062893043
Dramane Dembélé,1106209182
Hamadoun Dicko,1003750425
Mamadou Djigué,1053500397
Amadou Doucoure,1006368886
Ly Taher Dravé,1104316510
Diabaté Fatoumata Guindo,1070268003
Mahamane Haidara,1020670814
Jamille Bittar,1062893055
Mamadou Konaté,1070022832
Garan Fabou Kouyate,1107811823
Mamadou M'Bodje,1093590895
Achérif Ag Mohamed,1053498169
Zeïni Moulaye,1103491147
N'Diaye Ramatoulaye Diallo,1112669298
Yeah Samake,1095147868
Foutanga Babani Sissoko,1104202484
Ousmane Sy,1053500811
Amadou Toumani Touré,1078564743
Demba Traoré (politician),1053499445
Salimata Traoré,1074144594
Ismaël Wagué,1053499897
Anthony Borg Barthet,1050188755
Leo Brincat,1101776347
Clyde Caruana,1111217031
Manwel Dimech,1105882271
Pierre Jean Louis Ovide Doublet,1115571537
Anton Tabone,1111217502
Stefan Zrinzo Azzopardi,1108276267
Atlan Anien,1100471245
Tony deBrum,1100736328
Thomas Heine,1077426554
Wilbur Heine,1083126087
Alvin Jacklick,1060943392
Michael Konelios,918907799
Dennis Momotaro,986965086
Rien Morris,1077426651
Hiroshi V. Yamamura,1077430389
Biram Dah Abeid,1102788224
Kane Hamidou Baba,1099633190
Horma Ould Babana,1058108012
Selama Mint Cheikhne Ould Lemrabott,1059633791
Mohamed Lemine Ch'bih Ould Cheikh Melainine,1047066142
Vatimetou Mint Khatry,1059724517
Patrick Assirvaden,1055794640
Anil Bachoo,1106359560
Antoine Bestel,1115807526
Rishon Bhadain,1100859250
Eddy J. Changkye,998060507
Joseph-François Charpentier de Cossigny,1065172397
Antoine Toussaint de Chazal,1106368152
Chief Commissioner of Rodrigues,1094321960
Louis Joseph Coralie,1058307177
Adrien d'Épinay,1100672866
Sangeet Fowdar,1105627649
Jagdish Koonjul,1087895987
Pritam Singh Mattan,1095531367
Cehl Meeah,1106562848
Moilin Jean Ah-Chuen,1101824013
Jean-Claude Pierre-Louis,1106156525
Charles Thomi Pitot,1101736663
Johnson Roussety,1099375055
Subhasnee,1081550590
Emperor of Mexico,1049239572
Oleg Balan,1110953897
Vlad Bilețchi,1080658620
Vasile Bîtca,1092179435
Ion Ceban,1113298996
Vladimir Cebotari,1110952685
Ion Constantin Ciobanu,1110335884
Romulus Cioflec,1112985854
Alexandru Cotruță,1022104267
Emanuil Gavriliță,1107106697
Iuliana Gorea-Costin,1104915336
Andrei Ivanțoc,1089621148
Andrei Lupan,1106744592
Gheorghe Malarciuc,1108886194
Constantin Mimi,1110562362
Maria Postoico,1102599013
Nichita Smochină,1112022866
Andrei Spînu,1098562762
Leonid Talmaci,1087962283
Jean-Charles Allavena,1003397193
Laurent Anselmi,1115213350
Camille Blanc,1100905415
Robert Calcagno,1030845142
Jean Castellini,1084495128
Paul Demange (politician),1079067018
Catherine Fautrier,1106302712
Paul Masseron,1089373743
Laurent Nouvion,1011192042
Thierry Poyet,960140393
Jean-François Robillon,986531700
Christophe Steiner,1113747641
Gilles Tonelli,1114437692
Chilkhaajavyn Avday,1051560376
Babojab,1064992792
Dendeviin Terbishdagva,1109345670
Tsakhiagiin Elbegdorj,1112768745
General Secretary of the Mongolian People's Party,1097929840
Diluwa Khutugtu Jamsrangjab,1025654841
Bayantömöriin Khaisan,1109488008
Mijiddorjiin Khanddorj,1100894691
Sonomyn Luvsangombo,1060881109
Tsendiin Mönkh-Orgil,1107438593
Luvsannamsrain Oyun-Erdene,1113655591
Dritan Abazović,1114648940
Božidar Bojović,1100211141
Jevrem Brković,1100427296
Predrag Bulatović,1109754194
Miodrag Davidović,1107963087
Vladimir Dobričanin,1030728031
Dobrilo Dedeić,696310078
Sekula Drljević,1109481661
Fatmir Gjeka,1111732314
Milutin Jelić,1051132831
Batrić Jovanović,1070488778
Jovan Kavarić,1030708917
Zdravko Krivokapić,1113234942
Vujica Lazović,1108706425
Vladimir Leposavić,1073191784
Stjepan Mitrov Ljubiša,1099266672
Stevan Lukačević,1030707781
Savić Marković Štedimlija,1115770411
Tarzan Milošević,1073191907
Iko Mirković,1030708648
Fuad Nimani,1098981453
Tomo P. Oraovac,1079702923
Darko Pajović,1070422891
Vladimir Pavićević,1114141220
Jovan Pavlović (minister),1081135207
Andrija Popović,1115370448
Evgenije Popović,1030727852
Novica Radović,1007749126
Miloš Radulović (politician),1077146911
Nešo Šćepović,1062865771
Budimir Šegrt,1073192213
Sergej Sekulović,1094030927
Aleksandar Stijović,1105170672
Lazar Tomanović,1006895064
Lujo Vojnović,1109082075
Dejan Vukšić,1067839020
Abdessamad Archane,1081123128
Abu Bakr Ibn Abi Zaid as-Slawi,1089705508
Mohamed Ali El Admi,1055102528
Mahjoubi Aherdane,1102542542
Ba Ahmed,1082884635
Moulay Ahmed Alaoui,1016144487
Abderrahmane Amalou,1098806861
Said Amzazi,1029955505
Mustapha Bakkoury,1081989390
Ahmed Balafrej,1112518587
Abdelouahed Belkeziz,1102921166
Moncef Belkhayat,1058789179
Mehdi Ben Barka,1101973891
Mohamed Benchaaboun,1105246740
Hakim Benchamach,1044626597
Ahmed Benjelloun,962930707
Omar Benjelloun,1082283546
Bouchaib Benlabsir,1115345188
Fadel Benyaich,1087860841
Driss Benzekri (activist),984611292
Abderrahim Bouabid,1103644711
M'hamed Boucetta,1112085455
Abdelghani Bousta,1094981501
Abdelhadi Boutaleb,1014544030
Brahim Boutaleb,1096298275
Miloud Chaabi,1100817341
Mohamed Haddou Chiguer,1096062110
Rochdi Chraibi,917898941
Mohammed al-Hajj ibn Abu Bakr al-Dila'i,1090172051
Anas Doukkali,1045066415
Khalihenna Ould Errachid,1067186300
Mohamed El Fassi,1077154633
Ahmed al-Hiba,1058971192
